,party,Sentiment score
0,ALT,7184.7924733564105
1,DF,9816.98418920359
2,EL,11673.655360098595
3,IA,1081.7798095238113
4,JF,275.70485978835956
5,KF,3637.448697178312
6,LA,5573.353110486202
7,RV,4968.206200274834
8,S,10581.238756697141
9,SF,5492.370928078793
10,SIU,594.6681777777777
11,T,362.2343121693122
12,UFG,62.18165343915343
13,V,7562.340034730559
