,person,Sentiment score
0,Carsten Bach,699.2572931216929
1,Christina Egelund,393.68878306878304
2,Josephine Fock,1475.3543878511923
3,Laura Lindahl,477.20786766402153
4,Ole Birk Olesen,562.0581386291002
5,Torsten Gejl,578.2209976375658
